word,probability,font_size,opacity
mario,0.009459074056469246,1.0,1.0
super,0.006702157999809868,0.7085427135678393,0.705639097744361
ne,0.004642393129891942,0.4907872696817421,0.4857142857142859
version,0.0044522609880533635,0.47068676716917923,0.4654135338345865
boss,0.004420572297746934,0.46733668341708545,0.46203007518797
enemi,0.004420572297746934,0.46733668341708545,0.46203007518797
origin,0.0041987514656019265,0.4438860971524288,0.43834586466165426
stage,0.004167062775295497,0.44053601340033505,0.43496240601503766
nintendo,0.004071996704376208,0.4304857621440536,0.424812030075188
jump,0.003976930633456919,0.4204355108877722,0.4146616541353384
titl,0.0039452419431504895,0.4170854271356784,0.4112781954887219
differ,0.0036600437303926227,0.3869346733668342,0.38082706766917296
two,0.003469911588554045,0.3668341708542714,0.3605263157894738
end,0.003469911588554045,0.3668341708542714,0.3605263157894738
beat,0.0033748455176347563,0.35678391959799,0.3503759398496241
seri,0.0033748455176347563,0.35678391959799,0.3503759398496241
new,0.0033431568273283264,0.35343383584589616,0.34699248120300763
gameplay,0.003216402066102608,0.34003350083752093,0.33345864661654134
music,0.0031847133757961785,0.33668341708542715,0.33007518796992485
back,0.0031847133757961785,0.33668341708542715,0.33007518796992485
sound,0.0030896473048768894,0.32663316582914576,0.3199248120300753
see,0.0029945812339576003,0.3165829145728643,0.3097744360902256
pokemon,0.002962892543651171,0.3132328308207705,0.3063909774436091
actual,0.002962892543651171,0.3132328308207705,0.3063909774436091
releas,0.002962892543651171,0.3132328308207705,0.3063909774436091
though,0.002931203853344741,0.3098827470686767,0.3030075187969925
easi,0.0028361377824254524,0.29983249581239535,0.2928571428571429
hard,0.0028361377824254524,0.29983249581239535,0.2928571428571429
got,0.0028361377824254524,0.29983249581239535,0.2928571428571429
tri,0.0028361377824254524,0.29983249581239535,0.2928571428571429
sne,0.0028044490921190226,0.2964824120603015,0.28947368421052644
never,0.0027410717115061633,0.2897822445561139,0.28270676691729324
difficult,0.002677694330893304,0.2830820770519263,0.27593984962406015
move,0.0026460056405868747,0.2797319932998325,0.2725563909774438
life,0.002614316950280445,0.2763819095477387,0.2691729323308272
land,0.0025826282599740154,0.27303182579564494,0.2657894736842107
star,0.0025509395696675856,0.2696817420435511,0.2624060150375941
made,0.0025509395696675856,0.2696817420435511,0.2624060150375941
find,0.0025509395696675856,0.2696817420435511,0.2624060150375941
need,0.002455873498748297,0.2596314907872697,0.2522556390977444
save,0.002424184808441867,0.2562814070351759,0.2488721804511278
point,0.0023924961181354377,0.2529313232830821,0.24548872180451142
boy,0.0023924961181354377,0.2529313232830821,0.24548872180451142
system,0.002360807427829008,0.2495812395309883,0.24210526315789482
hit,0.002360807427829008,0.2495812395309883,0.24210526315789482
half,0.002360807427829008,0.2495812395309883,0.24210526315789482
mani,0.002360807427829008,0.2495812395309883,0.24210526315789482
right,0.002329118737522578,0.24623115577889446,0.23872180451127822
fan,0.002329118737522578,0.24623115577889446,0.23872180451127822
howev,0.002329118737522578,0.24623115577889446,0.23872180451127822
stori,0.0022974300472161486,0.24288107202680068,0.23533834586466174
around,0.0022974300472161486,0.24288107202680068,0.23533834586466174
feel,0.0022657413569097187,0.23953098827470687,0.23195488721804514
year,0.0022657413569097187,0.23953098827470687,0.23195488721804514
old,0.0022340526666032893,0.2361809045226131,0.22857142857142865
screen,0.0022340526666032893,0.2361809045226131,0.22857142857142865
kong,0.0022023639762968595,0.23283082077051925,0.22518796992481216
start,0.0022023639762968595,0.23283082077051925,0.22518796992481216
featur,0.0021389865956840002,0.22613065326633167,0.21842105263157907
challeng,0.0021389865956840002,0.22613065326633167,0.21842105263157907
enough,0.0021389865956840002,0.22613065326633167,0.21842105263157907
overal,0.0021389865956840002,0.22613065326633167,0.21842105263157907
bit,0.002107297905377571,0.22278056951423789,0.21503759398496247
arcad,0.002107297905377571,0.22278056951423789,0.21503759398496247
final,0.002107297905377571,0.22278056951423789,0.21503759398496247
collect,0.002075609215071141,0.21943048576214405,0.21165413533834587
blue,0.002075609215071141,0.21943048576214405,0.21165413533834587
player,0.002075609215071141,0.21943048576214405,0.21165413533834587
best,0.0020439205247647116,0.21608040201005027,0.20827067669172938
far,0.0020439205247647116,0.21608040201005027,0.20827067669172938
give,0.0020122318344582817,0.21273031825795646,0.20488721804511278
last,0.0020122318344582817,0.21273031825795646,0.20488721804511278
complet,0.0020122318344582817,0.21273031825795646,0.20488721804511278
quit,0.0019805431441518523,0.20938023450586268,0.2015037593984963
anoth,0.0019488544538454225,0.20603015075376885,0.1981203007518798
everi,0.0019488544538454225,0.20603015075376885,0.1981203007518798
short,0.0019171657635389929,0.20268006700167504,0.1947368421052632
come,0.0019171657635389929,0.20268006700167504,0.1947368421052632
tomb,0.0018854770732325632,0.19932998324958123,0.19135338345864672
world,0.0018854770732325632,0.19932998324958123,0.19135338345864672
love,0.0018854770732325632,0.19932998324958123,0.19135338345864672
say,0.0018854770732325632,0.19932998324958123,0.19135338345864672
came,0.0018854770732325632,0.19932998324958123,0.19135338345864672
day,0.0018537883829261336,0.19597989949748745,0.18796992481203012
platform,0.0018537883829261336,0.19597989949748745,0.18796992481203012
gba,0.0018537883829261336,0.19597989949748745,0.18796992481203012
side,0.0018537883829261336,0.19597989949748745,0.18796992481203012
noth,0.0018537883829261336,0.19597989949748745,0.18796992481203012
difficulti,0.001822099692619704,0.19262981574539365,0.18458646616541352
probabl,0.001822099692619704,0.19262981574539365,0.18458646616541352
adventur,0.001822099692619704,0.19262981574539365,0.18458646616541352
part,0.001822099692619704,0.19262981574539365,0.18458646616541352
ninja,0.001822099692619704,0.19262981574539365,0.18458646616541352
turtl,0.0017904110023132744,0.18927973199329984,0.18120300751879703
classic,0.0017904110023132744,0.18927973199329984,0.18120300751879703
run,0.0017904110023132744,0.18927973199329984,0.18120300751879703
weapon,0.0017587223120068447,0.18592964824120603,0.17781954887218054
someth,0.0017587223120068447,0.18592964824120603,0.17781954887218054
instead,0.0017587223120068447,0.18592964824120603,0.17781954887218054
raider,0.0017587223120068447,0.18592964824120603,0.17781954887218054
power,0.001727033621700415,0.18257956448911225,0.17443609022556406
big,0.001727033621700415,0.18257956448911225,0.17443609022556406
donkey,0.0016953449313939855,0.17922948073701844,0.17105263157894757
shoot,0.0016953449313939855,0.17922948073701844,0.17105263157894757
four,0.0016953449313939855,0.17922948073701844,0.17105263157894757
long,0.0016953449313939855,0.17922948073701844,0.17105263157894757
know,0.0016636562410875559,0.17587939698492464,0.16766917293233097
rather,0.0016636562410875559,0.17587939698492464,0.16766917293233097
fight,0.0016636562410875559,0.17587939698492464,0.16766917293233097
kid,0.0016319675507811262,0.17252931323283083,0.16428571428571426
mode,0.0016319675507811262,0.17252931323283083,0.16428571428571426
sonic,0.0016319675507811262,0.17252931323283083,0.16428571428571426
quot,0.0016002788604746966,0.16917922948073702,0.16090225563909777
second,0.0016002788604746966,0.16917922948073702,0.16090225563909777
mean,0.0016002788604746966,0.16917922948073702,0.16090225563909777
must,0.0016002788604746966,0.16917922948073702,0.16090225563909777
seem,0.0016002788604746966,0.16917922948073702,0.16090225563909777
three,0.001568590170168267,0.16582914572864324,0.15751879699248117
attack,0.001568590170168267,0.16582914572864324,0.15751879699248117
enjoy,0.001568590170168267,0.16582914572864324,0.15751879699248117
yoshi,0.001568590170168267,0.16582914572864324,0.15751879699248117
pick,0.001568590170168267,0.16582914572864324,0.15751879699248117
ever,0.0015369014798618374,0.16247906197654943,0.1541353383458648
problem,0.0015369014798618374,0.16247906197654943,0.1541353383458648
die,0.0015369014798618374,0.16247906197654943,0.1541353383458648
frustrat,0.0015052127895554077,0.15912897822445563,0.1507518796992482
gameboy,0.0015052127895554077,0.15912897822445563,0.1507518796992482
castlevania,0.001473524099248978,0.15577889447236182,0.1473684210526316
shift,0.001473524099248978,0.15577889447236182,0.1473684210526316
man,0.001473524099248978,0.15577889447236182,0.1473684210526316
peopl,0.001473524099248978,0.15577889447236182,0.1473684210526316
either,0.001473524099248978,0.15577889447236182,0.1473684210526316
least,0.001473524099248978,0.15577889447236182,0.1473684210526316
island,0.0014418354089425485,0.15242881072026804,0.14398496240601522
area,0.0014101467186361189,0.14907872696817423,0.1406015037593985
worth,0.0014101467186361189,0.14907872696817423,0.1406015037593985
consol,0.0014101467186361189,0.14907872696817423,0.1406015037593985
bro,0.0014101467186361189,0.14907872696817423,0.1406015037593985
