word,probability,font_size,opacity
quot,0.008035825646934449,1.0,1.0
race,0.007572562971057961,0.942350332594235,0.9405084745762712
mode,0.007358749428345737,0.9157427937915743,0.9130508474576271
player,0.006063989641921709,0.754619364375462,0.7467796610169493
car,0.006028354051469671,0.7501847745750184,0.7422033898305085
build,0.004329724239922552,0.5388026607538803,0.5240677966101694
buy,0.0038427045037447067,0.4781966001478197,0.46152542372881344
fight,0.0033081706469641446,0.4116777531411678,0.3928813559322033
move,0.0032368994660600696,0.4028085735402808,0.383728813559322
citi,0.0032012638756080325,0.3983739837398374,0.3791525423728813
unit,0.003165628285155995,0.3939393939393939,0.37457627118644055
pretti,0.0030706000439505617,0.3821138211382114,0.36237288135593215
real,0.0029161791519917326,0.36289726533628974,0.3425423728813559
track,0.0029161791519917326,0.36289726533628974,0.3425423728813559
sound,0.002880543561539695,0.35846267553584626,0.33796610169491526
two,0.0028330294409369783,0.352549889135255,0.331864406779661
say,0.0028211509107862994,0.35107169253510717,0.3303389830508475
could,0.00280927238063562,0.3495934959349593,0.3288135593220338
peopl,0.0027736367901835825,0.34515890613451583,0.32423728813559316
need,0.002714244139430187,0.33776792313377674,0.3166101694915253
fan,0.002714244139430187,0.33776792313377674,0.3166101694915253
see,0.002714244139430187,0.33776792313377674,0.3166101694915253
drive,0.002714244139430187,0.33776792313377674,0.3166101694915253
think,0.002654851488676791,0.33037694013303764,0.3089830508474577
around,0.002631094428375433,0.32742054693274203,0.3059322033898305
tri,0.0026192158982247535,0.3259423503325942,0.3044067796610169
come,0.0026192158982247535,0.3259423503325942,0.3044067796610169
fighter,0.0025835803077727164,0.3215077605321508,0.29983050847457626
easi,0.002547944717320679,0.3170731707317073,0.2952542372881355
bit,0.002547944717320679,0.3170731707317073,0.2952542372881355
version,0.0025360661871699996,0.31559497413155946,0.2937288135593221
start,0.002488552066567283,0.30968218773096823,0.28762711864406765
hard,0.0024410379459645663,0.30376940133037694,0.2815254237288135
ps,0.0023816452952111706,0.29637841832963785,0.27389830508474566
cours,0.0023697667650604912,0.29490022172949,0.2723728813559322
featur,0.002334131174608454,0.29046563192904656,0.2677966101694915
sim,0.002334131174608454,0.29046563192904656,0.2677966101694915
star,0.0023103741143070955,0.2875092387287509,0.26474576271186434
give,0.002274738523855058,0.2830746489283074,0.2601694915254237
howev,0.0022509814635536998,0.2801182557280118,0.2571186440677966
find,0.0022509814635536998,0.2801182557280118,0.2571186440677966
arcad,0.0022272244032523415,0.2771618625277162,0.2540677966101694
got,0.0022153458731016622,0.2756836659275683,0.25254237288135584
work,0.0022034673429509833,0.27420546932742057,0.25101694915254236
origin,0.0022034673429509833,0.27420546932742057,0.25101694915254236
music,0.002191588812800304,0.2727272727272727,0.24949152542372877
challeng,0.002191588812800304,0.2727272727272727,0.24949152542372877
includ,0.002179710282649625,0.2712490761271249,0.2479661016949153
enjoy,0.002179710282649625,0.2712490761271249,0.2479661016949153
system,0.0021559532223482665,0.26829268292682923,0.2449152542372881
seem,0.0021559532223482665,0.26829268292682923,0.2449152542372881
unlock,0.0021440746921975876,0.2668144863266815,0.24338983050847462
run,0.0021440746921975876,0.2668144863266815,0.24338983050847462
love,0.0021321961620469083,0.2653362897265336,0.24186440677966103
problem,0.00210843910174555,0.262379896526238,0.23881355932203374
beat,0.002084682041444192,0.2594235033259424,0.23576271186440678
cool,0.002060924981142833,0.25646711012564666,0.2327118644067796
feel,0.0020490464509921543,0.2549889135254989,0.231186440677966
know,0.0020490464509921543,0.2549889135254989,0.231186440677966
win,0.002037167920841475,0.25351071692535104,0.22966101694915264
anoth,0.002037167920841475,0.25351071692535104,0.22966101694915264
back,0.002013410860540117,0.25055432372505543,0.22661016949152535
year,0.0019777752700880793,0.24611973392461195,0.2220338983050848
pick,0.0019658967399374,0.24464153732446411,0.2205084745762711
keep,0.0019421396796360417,0.2416851441241685,0.21745762711864403
seri,0.0019421396796360417,0.2416851441241685,0.21745762711864403
everi,0.0019302611494853626,0.2402069475240207,0.21593220338983043
turn,0.0019302611494853626,0.2402069475240207,0.21593220338983043
bad,0.0019183826193346835,0.23872875092387286,0.21440677966101696
must,0.001882747028882646,0.2342941611234294,0.20983050847457618
friend,0.001882747028882646,0.2342941611234294,0.20983050847457618
overal,0.0018708684987319669,0.2328159645232816,0.2083050847457626
choos,0.0018708684987319669,0.2328159645232816,0.2083050847457626
quit,0.0018708684987319669,0.2328159645232816,0.2083050847457626
improv,0.0018589899685812878,0.23133776792313376,0.20677966101694922
option,0.0018352329082799294,0.22838137472283812,0.20372881355932204
creat,0.0018233543781292503,0.2269031781226903,0.20220338983050845
set,0.0018114758479785711,0.2254249815225425,0.20067796610169475
age,0.0018114758479785711,0.2254249815225425,0.20067796610169475
battl,0.001799597317827892,0.22394678492239467,0.19915254237288138
let,0.001799597317827892,0.22394678492239467,0.19915254237288138
enough,0.0017758402575265336,0.22099039172209903,0.1961016949152542
team,0.0017639617273758545,0.21951219512195122,0.1945762711864406
nice,0.0017639617273758545,0.21951219512195122,0.1945762711864406
money,0.0017639617273758545,0.21951219512195122,0.1945762711864406
big,0.0017520831972251754,0.21803399852180338,0.19305084745762713
hit,0.0017402046670744963,0.21655580192165558,0.19152542372881365
long,0.001728326136923817,0.21507760532150774,0.18999999999999995
point,0.0017164476067731379,0.21359940872135993,0.18847457627118636
match,0.0017164476067731379,0.21359940872135993,0.18847457627118636
may,0.0016808120163211003,0.20916481892091646,0.1838983050847457
worth,0.0016689334861704212,0.20768662232076865,0.1823728813559321
sinc,0.0016689334861704212,0.20768662232076865,0.1823728813559321
comput,0.0016570549560197421,0.20620842572062084,0.18084745762711862
right,0.001645176425869063,0.20473022912047303,0.17932203389830514
stori,0.001645176425869063,0.20473022912047303,0.17932203389830514
review,0.0016332978957183837,0.20325203252032517,0.17779661016949155
hour,0.0016095408354170255,0.20029563932002956,0.17474576271186426
speed,0.0016095408354170255,0.20029563932002956,0.17474576271186426
multiplay,0.0015857837751156673,0.19733924611973394,0.1716949152542373
street,0.0015857837751156673,0.19733924611973394,0.1716949152542373
made,0.001573905244964988,0.19586104951958608,0.1701694915254237
recommend,0.001573905244964988,0.19586104951958608,0.1701694915254237
button,0.001573905244964988,0.19586104951958608,0.1701694915254237
part,0.0015620267148143089,0.19438285291943827,0.16864406779661012
complet,0.0015620267148143089,0.19438285291943827,0.16864406779661012
