word,probability,font_size,opacity
zelda,0.016385315188022113,1.0,1.0
link,0.009593217818100692,0.5854765506807867,0.6009708737864077
pokemon,0.008353783991472696,0.5098335854765507,0.5281553398058252
ocarina,0.006073225750477182,0.3706505295007564,0.3941747572815534
mani,0.005329565454500384,0.3252647503782148,0.3504854368932038
dungeon,0.005131256042239905,0.31316187594553707,0.3388349514563106
boy,0.005131256042239905,0.31316187594553707,0.3388349514563106
thing,0.005032101336109665,0.30711043872919813,0.33300970873786406
color,0.004982523983044545,0.3040847201210287,0.33009708737864063
stori,0.004585905158523586,0.2798789712556732,0.3067961165048543
world,0.004189286334002627,0.25567322239031764,0.2834951456310679
year,0.003693512803351429,0.22541603630862328,0.2543689320388349
back,0.003693512803351429,0.22541603630862328,0.2543689320388349
beat,0.0034952033910909497,0.2133131618759455,0.24271844660194175
must,0.0034456260380258297,0.21028744326777607,0.23980582524271832
legend,0.0034456260380258297,0.21028744326777607,0.23980582524271832
hyrul,0.00339604868496071,0.20726172465960666,0.2368932038834951
differ,0.00334647133189559,0.2042360060514372,0.23398058252427179
old,0.00334647133189559,0.2042360060514372,0.23398058252427179
nintendo,0.00329689397883047,0.20121028744326777,0.23106796116504857
look,0.00329689397883047,0.20121028744326777,0.23106796116504857
better,0.00329689397883047,0.20121028744326777,0.23106796116504857
want,0.00329689397883047,0.20121028744326777,0.23106796116504857
way,0.00329689397883047,0.20121028744326777,0.23106796116504857
seri,0.0032473166257653502,0.1981845688350983,0.22815533980582514
find,0.0032473166257653502,0.1981845688350983,0.22815533980582514
version,0.0032473166257653502,0.1981845688350983,0.22815533980582514
gameboy,0.0032473166257653502,0.1981845688350983,0.22815533980582514
challeng,0.0031977392727002307,0.1951588502269289,0.22524271844660193
take,0.0031481619196351107,0.19213313161875945,0.2223300970873786
sword,0.0030985845665699907,0.18910741301059,0.21941747572815518
item,0.003049007213504871,0.18608169440242056,0.21650485436893196
littl,0.003049007213504871,0.18608169440242056,0.21650485436893196
charact,0.002999429860439751,0.18305597579425112,0.21359223300970864
music,0.0029498525073746312,0.18003025718608168,0.21067961165048543
never,0.0029002751543095113,0.17700453857791223,0.207766990291262
would,0.0029002751543095113,0.17700453857791223,0.207766990291262
adventur,0.0029002751543095113,0.17700453857791223,0.207766990291262
classic,0.0028506978012443917,0.17397881996974282,0.2048543689320388
save,0.0028506978012443917,0.17397881996974282,0.2048543689320388
sound,0.0028506978012443917,0.17397881996974282,0.2048543689320388
templ,0.0028011204481792717,0.17095310136157335,0.20194174757281547
see,0.0027515430951141518,0.1679273827534039,0.19902912621359214
new,0.002701965742049032,0.1649016641452345,0.19611650485436882
say,0.002701965742049032,0.1649016641452345,0.19611650485436882
know,0.0026523883889839122,0.16187594553706505,0.1932038834951456
need,0.0026523883889839122,0.16187594553706505,0.1932038834951456
got,0.0026028110359187923,0.1588502269288956,0.1902912621359223
could,0.0025532336828536723,0.15582450832072614,0.18737864077669897
evil,0.0025036563297885527,0.15279878971255673,0.18446601941747565
two,0.0025036563297885527,0.15279878971255673,0.18446601941747565
quest,0.0025036563297885527,0.15279878971255673,0.18446601941747565
think,0.0024540789767234328,0.14977307110438728,0.18155339805825244
alway,0.0024540789767234328,0.14977307110438728,0.18155339805825244
system,0.0024540789767234328,0.14977307110438728,0.18155339805825244
mario,0.002404501623658313,0.14674735249621784,0.178640776699029
